0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,label
NEAT1,0.458841,0.368957,-0.802486,-0.009301,0.860150,-0.195793,-0.551153,0.268597,0.735413,-0.430761,0.077731,-0.167530,-1.446249,0.069213,-0.323766,1.407840,-0.583900,-0.598861,0.143072,-0.579723,-0.305374,-0.667371,-0.259502,0.202486,0.065634,0.416923,-0.635286,-0.122528,0.267412,0.246086,0.414964,0.655318,-0.052115,0.480223,0.519599,0.370857,-0.421326,0.416173,0.397611,0.070925,0.211904,0.565877,1.369169,-0.665323,-0.083687,0.258339,0.662379,-0.184201,0.881005,0.345084,-0.020695,0.831345,0.335864,0.022530,-0.237341,0.632707,0.746139,-0.445410,0.164946,-0.489383,-0.560821,-0.495843,-0.241832,0.267104,1
SNHG1,0.015425,0.170952,-0.641596,0.587993,0.268966,-0.003569,0.157664,0.261189,0.113058,0.310461,-0.001007,0.978858,-0.899940,-0.732886,0.346716,0.611180,-0.059576,-0.192232,-0.344956,-0.432208,0.134803,-0.279208,0.195396,-0.137754,0.080422,0.468268,0.061829,0.331175,0.235042,0.162412,-0.056157,0.081201,-0.025754,0.541438,0.263842,0.241620,-0.355770,0.019694,-0.210817,0.370394,-0.283241,0.472524,0.284272,-0.355680,-0.555307,0.277783,0.048936,-0.247865,0.376645,-0.201719,-0.152575,0.270292,0.184796,-0.252279,0.172369,-0.235150,-0.281276,-0.048839,0.251348,-0.183924,-0.575274,-0.515831,0.041871,0.379511,1
GAS5,0.060720,-0.001226,-0.679303,0.498982,0.319161,-0.028683,-0.134681,0.389134,0.365589,0.130272,0.181962,0.410827,-0.600388,-0.818255,0.121976,0.616266,-0.123506,-0.226248,-0.316540,-0.169747,-0.082022,-0.176721,0.147871,0.092708,0.085884,0.173251,0.376540,0.130056,0.174707,0.016018,-0.040195,-0.027152,-0.435325,0.458310,0.339742,0.274011,-0.181404,0.179607,0.086124,0.089052,-0.321618,0.245752,0.396767,-0.361388,-0.339076,0.321771,0.263520,-0.163013,0.407495,-0.232962,-0.142171,0.303374,0.475993,0.043071,0.085354,0.033821,0.056446,-0.134617,0.214658,-0.301353,-0.492954,-0.119562,-0.036933,0.372473,1
SNHG5,0.136478,-0.050559,-0.802056,0.487858,0.192203,-0.029370,-0.155472,0.295375,0.413747,0.363559,0.200879,0.273559,-0.618830,-0.854766,0.168325,0.535685,-0.094393,-0.087388,-0.372273,-0.019382,-0.030938,-0.123118,0.090758,-0.126987,0.180120,0.196683,0.257766,0.084272,0.066080,0.134453,0.034779,0.172878,-0.414062,0.282904,0.203441,0.163473,-0.271439,0.253342,0.117499,0.125252,-0.226120,0.221263,0.304399,-0.177933,-0.210645,0.285555,0.166429,-0.225618,0.346365,-0.157280,-0.118432,0.232418,0.431167,-0.118378,0.267173,0.165581,0.106703,-0.049925,0.266343,-0.428749,-0.463232,-0.110828,0.013646,0.314299,1
XIST,0.153039,0.053511,-0.722596,0.409350,0.241251,-0.158515,-0.091202,0.396620,0.467586,0.275829,-0.090808,0.426950,-0.594006,-0.923182,0.323904,0.567896,0.037604,-0.101001,-0.208580,-0.055171,0.267022,-0.133521,-0.061003,-0.169102,-0.239396,0.318582,0.240888,0.214491,0.212111,0.098930,-0.115249,0.100016,-0.041705,0.345402,0.137781,0.167720,-0.243718,0.155302,0.167914,0.091136,-0.150600,0.380759,0.259753,-0.372808,-0.311998,0.294369,0.016061,-0.066285,0.479338,-0.283615,-0.163218,0.310536,0.436635,-0.100403,0.178014,-0.177548,-0.098388,-0.021235,0.300818,-0.025855,-0.812211,-0.283360,0.102848,0.182780,1
RMRP,0.213241,0.076409,-0.674811,0.485458,0.216289,0.012812,-0.274394,0.249953,0.332303,0.359313,0.053767,0.443826,-0.440932,-0.635031,-0.044309,0.611405,-0.077523,-0.068054,-0.215277,-0.079594,0.127953,-0.160044,0.024163,-0.246643,-0.275051,0.161798,0.000810,0.158234,0.327440,0.282140,-0.035294,0.155292,-0.042306,0.131083,0.443030,0.059626,-0.176313,-0.016809,-0.093303,0.096052,-0.179866,0.440736,0.191822,-0.356231,-0.127930,0.327596,0.061068,0.184811,0.427490,-0.141313,-0.239439,0.174183,0.448854,-0.257958,0.129497,-0.150457,-0.130809,-0.021637,0.207649,-0.040865,-0.682201,-0.093297,0.154470,0.279901,1
TUG1,0.104073,-0.029000,-0.861967,0.395005,0.167722,-0.048455,-0.193793,0.391218,0.380818,0.407298,-0.035929,0.389470,-0.581688,-0.804356,0.195699,0.529410,0.039608,-0.056390,-0.297312,0.081035,0.147928,-0.148600,0.077669,-0.161859,-0.183762,0.184444,0.159110,0.186961,0.204118,0.200262,0.006881,0.158932,-0.123787,0.254958,0.076565,0.200386,-0.181657,0.187501,0.081250,-0.006064,-0.175317,0.489740,0.200065,-0.430727,-0.202209,0.311398,-0.003214,-0.095613,0.441163,-0.196020,-0.136400,0.267710,0.417714,-0.193592,0.159284,-0.057663,-0.128097,-0.052888,0.264435,-0.097641,-0.791475,-0.292455,0.036793,0.168429,1
NONHSAG013514,0.202811,-0.049293,-0.693132,0.442687,0.198866,0.019791,-0.271559,0.340295,0.323732,0.429152,0.086353,0.334145,-0.373622,-0.503412,0.091578,0.583350,-0.069107,-0.105451,-0.245338,0.002857,0.146202,-0.122363,0.224699,-0.258375,-0.180475,0.153529,0.010234,0.212032,0.177364,0.242592,-0.022665,0.121753,-0.108258,0.119686,0.171308,0.093621,-0.109361,0.035111,-0.079642,0.044955,-0.147142,0.475248,0.108589,-0.425842,-0.121707,0.269083,0.020671,0.043956,0.477944,-0.105660,-0.197186,0.190033,0.333575,-0.233478,0.116320,-0.041288,-0.074399,-0.013078,0.377684,-0.064514,-0.776558,-0.130623,0.164547,0.216328,1
JPX,0.184690,-0.081986,-0.729538,0.490535,0.168871,0.003353,-0.286632,0.344863,0.384858,0.409643,0.078696,0.264993,-0.423940,-0.548620,0.130200,0.573702,-0.047942,-0.107155,-0.225287,-0.015004,0.187185,-0.116888,0.273521,-0.224188,-0.231277,0.196937,0.035855,0.204623,0.176635,0.243386,-0.066631,0.250800,-0.068487,0.029255,0.158998,0.025302,-0.103716,-0.022251,0.008783,0.084244,-0.136642,0.504847,0.129350,-0.438072,-0.185585,0.291198,0.039133,-0.013154,0.433520,-0.113879,-0.232153,0.103518,0.225035,-0.191098,0.115907,-0.070593,-0.086754,-0.040648,0.386916,-0.107757,-0.636605,-0.041777,0.081584,0.258828,1
LINC00657,-0.245109,0.227136,-0.586836,0.284366,-0.046410,-0.038919,-0.229475,0.169768,0.166098,0.406863,0.011996,0.162221,-0.569808,-0.590679,0.187247,0.719348,-0.111273,-0.147840,-0.186551,-0.102763,-0.016130,0.178721,-0.022889,-0.205136,-0.075495,-0.006961,0.006602,0.071242,0.029163,0.161163,-0.029259,0.065356,-0.256467,0.343295,-0.111723,-0.016646,0.038872,0.015089,0.043149,-0.025778,-0.146513,0.356873,0.209940,-0.290947,0.022832,0.223286,0.083994,-0.166781,0.381670,0.049358,-0.054552,0.317593,0.283689,-0.172645,0.087281,0.021962,-0.208636,0.186582,0.052693,-0.003867,-0.525019,-0.076991,0.053718,0.279959,1
