0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,label
NEAT1,0.885492,-0.677831,-0.320697,0.142348,-0.852834,0.381990,-0.692983,-0.538474,1.275213,-1.167693,0.066992,0.231977,0.166406,-1.342419,-0.878386,-0.330271,-0.224982,-0.344879,-0.187656,-0.327585,0.131386,-0.125090,-0.239077,-0.105173,-0.204145,0.228149,-0.277501,-0.692550,-0.067595,0.944375,0.563915,-0.262276,-0.206739,-0.734357,-0.193760,0.724220,-1.162933,0.414949,0.516928,0.248970,0.301017,-0.830116,1.093554,-0.299871,0.039517,0.174047,0.187113,-0.003863,-0.742177,-0.371963,0.238809,0.043668,0.495817,0.028472,0.567802,0.408984,-0.080859,0.487086,-0.200991,0.363924,0.146518,0.253534,-0.250386,-0.104258,1
SNHG1,-0.080293,-0.656138,-0.379254,0.140959,-0.765300,0.115218,-0.323492,0.204673,1.288566,-0.776460,0.326461,0.365651,-0.124689,-1.026743,-0.554779,-0.139703,-0.106821,-0.090144,-0.212316,0.198295,0.237801,0.231035,-0.231624,-0.055574,-0.221993,-0.380430,0.274207,-0.392148,0.180654,0.274523,0.389302,-0.022153,0.225614,-0.253999,-0.153798,0.212172,-0.047530,0.317553,0.474143,-0.018844,0.071677,-0.485462,0.038470,-0.361258,-0.061030,-0.011053,0.000920,-0.209540,0.055188,0.124899,-0.114374,-0.035034,-0.014443,-0.238027,0.627254,-0.002370,-0.041859,0.035009,0.048076,0.130297,0.313165,0.025691,-0.016264,-0.108858,1
GAS5,0.124598,-0.419196,-0.061515,0.125061,-0.964095,0.032331,-0.129603,0.149823,1.251748,-0.804762,0.433912,0.223113,-0.310389,-0.909385,-0.727344,-0.049430,0.077758,-0.462726,-0.384959,0.239683,0.347968,0.180085,-0.391111,-0.210273,-0.338294,-0.344969,0.119925,-0.330578,0.313291,0.259205,0.292974,0.119016,0.192845,-0.092632,-0.132385,-0.153761,-0.093917,0.220398,0.309976,-0.081988,0.140207,-0.550090,0.206949,-0.425065,-0.182702,-0.023620,0.089356,-0.079884,-0.118124,0.205474,-0.087277,0.142738,-0.090803,-0.188136,0.287397,-0.121013,-0.150180,0.015955,-0.092071,-0.034685,0.331699,-0.123145,-0.050419,0.072529,1
SNHG5,0.103887,-0.278181,0.053635,-0.021065,-0.765675,-0.037964,-0.082411,0.218116,1.084196,-0.662833,0.415277,0.254906,-0.206618,-0.862410,-0.828597,-0.080692,-0.021554,-0.517666,-0.275226,0.250078,0.346265,0.141280,-0.384218,-0.236165,-0.284926,-0.371769,-0.044876,-0.358288,0.338530,0.278393,0.300886,0.164296,0.088715,-0.176218,-0.163206,-0.172547,-0.076711,0.165201,0.216762,-0.188201,0.130173,-0.558648,0.228630,-0.518739,-0.119653,0.079530,0.075833,-0.218820,-0.119666,-0.047783,-0.105610,0.121895,-0.099902,-0.013757,0.157372,-0.029349,-0.074779,-0.077929,-0.181236,-0.052100,0.265699,-0.249228,-0.191579,0.104162,1
XIST,0.051324,-0.546288,-0.125089,0.102667,-0.644038,-0.235914,-0.335779,0.298049,1.214983,-0.684236,0.485850,0.506594,-0.361919,-0.970562,-0.542202,-0.308112,-0.165234,-0.293735,0.047345,0.204613,0.243392,0.215099,-0.428250,-0.138642,-0.254398,-0.382977,0.171131,-0.372305,0.362000,0.029839,0.461981,0.160937,0.092951,-0.193709,-0.069172,0.090723,0.045168,0.133267,0.250735,-0.059011,0.020950,-0.545135,-0.073734,-0.459796,-0.080675,-0.038232,0.115021,-0.050984,0.018406,0.278487,-0.042942,0.040148,-0.159627,-0.068652,0.315225,0.123553,0.035968,0.148032,0.047123,0.172837,0.330128,-0.179762,-0.027056,0.023721,1
TUG1,0.002057,-0.500191,-0.154155,-0.059601,-0.620732,-0.256426,-0.270800,0.244457,1.238064,-0.698532,0.473158,0.536486,-0.231188,-0.918729,-0.693669,-0.244650,-0.156683,-0.316027,0.010887,0.220263,0.234522,0.171705,-0.199154,-0.185960,-0.129312,-0.271252,0.094106,-0.427141,0.423741,0.111373,0.398959,0.165238,0.013809,-0.322442,-0.098345,0.016674,0.059899,0.234763,0.341855,-0.120024,-0.041106,-0.537394,0.053004,-0.475159,-0.172388,-0.001112,0.097184,-0.199946,0.004369,0.119855,-0.140313,0.060027,-0.148174,-0.144037,0.239326,-0.030484,-0.015333,0.025341,0.026927,0.211500,0.217339,-0.228666,-0.056334,0.098826,1
RMRP,0.016522,-0.536514,-0.126110,-0.062383,-0.581292,-0.037597,-0.408073,0.208243,1.041832,-0.624033,0.297347,0.526324,-0.185693,-0.819240,-0.695163,-0.278775,-0.322579,-0.221693,-0.095529,0.050102,0.116704,0.275791,-0.236200,-0.205277,-0.132715,-0.034074,0.133693,-0.194401,0.230764,0.166295,0.380356,0.153776,0.055641,-0.170889,0.008872,0.055550,0.064416,0.082502,0.346976,-0.044997,0.103321,-0.506314,-0.031803,-0.403937,-0.092581,0.099103,0.196121,-0.085699,0.072738,-0.113461,0.049220,0.154661,-0.297523,-0.121957,0.180763,0.092996,0.161361,0.085567,0.047051,0.169409,0.143115,-0.228935,-0.070239,-0.195264,1
NONHSAG013514,0.061383,-0.575463,-0.111377,-0.125110,-0.575081,-0.191944,-0.282905,0.184200,1.111990,-0.496184,0.299016,0.440263,-0.141238,-0.805734,-0.669905,-0.251442,-0.321388,-0.176708,-0.215466,0.036069,0.141115,0.268108,-0.149843,-0.170322,-0.022149,-0.033125,0.098949,-0.193625,0.170548,0.139212,0.389987,0.176931,0.080242,-0.168968,-0.025996,0.034918,0.054467,0.199594,0.293111,-0.060906,0.062368,-0.489259,-0.102198,-0.462163,-0.012699,0.131595,0.144772,-0.077237,0.081652,-0.069038,0.028166,0.118967,-0.216569,-0.177451,0.105688,0.140201,0.112997,-0.028359,0.089181,0.230473,0.102342,-0.204467,-0.066976,-0.078421,1
JPX,0.074682,-0.482092,-0.056921,-0.122223,-0.610021,-0.270625,-0.253134,0.278233,1.044581,-0.556543,0.354734,0.394710,-0.201071,-0.848856,-0.635475,-0.242914,-0.299791,-0.144092,-0.200246,-0.036266,0.116722,0.303037,-0.098642,-0.185347,0.026774,-0.011387,0.023747,-0.216197,0.228117,0.234401,0.326583,0.109440,0.063116,-0.128879,-0.054470,0.014649,0.070714,0.153210,0.315557,-0.088335,0.097960,-0.529170,-0.106421,-0.383829,-0.015715,0.198070,0.112156,-0.150058,0.025764,-0.123637,0.028910,0.081056,-0.234655,-0.100510,0.132031,0.183868,0.064975,0.015894,0.079846,0.141135,0.109324,-0.241269,-0.109035,-0.040651,1
LINC00657,0.059393,-0.194710,-0.330395,-0.171128,-0.642488,-0.218284,-0.319320,0.122116,1.037017,-0.425492,0.065407,0.425550,-0.106791,-0.631213,-0.510587,-0.070268,-0.042971,0.020629,-0.002953,0.110042,0.034118,-0.046185,-0.074963,-0.252803,-0.037161,-0.135199,-0.053790,-0.248610,0.176336,0.001748,0.157266,0.229244,-0.060548,-0.270344,-0.252212,-0.009933,-0.047723,-0.088090,0.253262,-0.254788,0.166284,-0.241497,0.213834,-0.350099,-0.013328,-0.068330,-0.111275,-0.170000,0.037181,-0.079530,0.017225,-0.156949,-0.052301,-0.067415,0.024524,0.063947,-0.044619,0.200854,-0.091237,0.039287,0.143449,-0.149359,-0.023172,-0.011956,1
