name,score,pred_label
NEAT1,0.911460265087334,1
MALAT1,0.9125499532161951,1
U1,0.8556511725353225,1
SNHG1,0.8656487087546776,1
AC009133.12,0.8186514870019234,1
PVT1,0.8643279886645449,1
GAS5,0.8991531255463947,1
RP11-473I1.9,0.8355148474704864,1
RPPH1,0.8956088501813787,1
SNHG3,0.7784497733276141,1
SNHG5,0.9191875627825715,1
RNU12,0.7774464960079104,1
C17orf76-AS1,0.8435574806528052,1
TUG1,0.9039577554804614,1
XIST,0.8386212899262822,1
RMRP,0.8533122023589828,1
NONHSAG013514,0.863457313936101,1
ZNF518A,0.8739025211548149,1
JPX,0.898412648430995,1
RP11-33N16.3,0.7447769909564501,1
U2,0.8332437667759766,1
OIP5-AS1,0.8094708486061648,1
RP11-344E13.3,0.8063527558680772,1
SEC22B,0.9062890855876922,1
LINC00657,0.9026630307187727,1
RP11-968A15.8,0.7340901565622938,1
SNHG7,0.8133522421644631,1
RP11-685M7.5,0.7525710318693142,1
RP4-613B23.1,0.6928654214238611,1
SOX2-OT,0.868737708494129,1
RP11-325F22.3,0.8961182412340662,1
AC084018.1,0.8591567254893664,1
PCBP1-AS1,0.8055508854549991,1
CASC7,0.8206529453680871,1
SNHG12,0.7573291135384383,1
SNHG6,0.9144629417980447,1
SNHG17,0.8105214526896524,1
FGD5-AS1,0.8818922996784175,1
SCARNA2,0.813387585336513,1
RP11-386G11.10,0.7682084209981703,1
MCM3AP-AS1,0.874544789617767,1
RP1-85F18.6,0.6922709062471687,1
SCARNA17,0.8875103530661247,1
RP11-440L14.1,0.7892995242178705,1
SNHG16,0.8598025685805304,1
CASP8AP2,0.7988854405411139,1
CTB-89H12.4,0.7693246373236673,1
TTC28-AS1,0.7486119925449928,1
ZFAS1,0.8831051019382912,1
CTD-2196E14.4,0.7087520518438437,1
RP4-561L24.3,0.7981612865821583,1
BZRAP1-AS1,0.7606731352574081,1
SNHG8,0.6899844787298928,1
7SL,0.749830131728644,1
SNHG10,0.745047993074463,1
AC073283.4,0.7316336604683488,1
RP11-166B2.8,0.8181755011465092,1
SDCBP2-AS1,0.8344615703027093,1
LINC00324,0.7940724102952046,1
RP11-983P16.4,0.7972132708558742,1
RP11-227G15.3,0.7461852578261764,1
RP11-217B1.2,0.7887855043709433,1
RP11-84A19.4,0.7935528370996136,1
RP11-304L19.5,0.685358474606646,1
SNORA76,0.6596113152920943,1
