0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,label
NEAT1,-0.712729,0.293142,0.767242,-0.480949,0.788826,-0.400508,-0.746941,1.129761,0.084784,-0.071770,0.414379,0.387410,0.062325,-0.191288,-0.054893,-0.082683,-0.387304,-0.256494,-0.204135,-0.324087,-0.043561,0.131863,0.728840,0.179836,-0.364694,0.513983,-0.139499,-0.632920,-0.085538,-0.305479,0.037699,-0.410385,-0.069294,-0.165838,0.327511,0.372194,-0.000039,-0.149901,0.015159,-0.072309,-0.336801,-0.172342,-0.887750,-0.608755,-0.167060,0.144740,0.072603,0.298347,0.586702,-0.306895,0.490315,-0.171636,0.138330,-0.312391,0.135769,0.460367,-0.228142,-0.119855,0.314187,-0.031153,-0.094901,-0.221406,-0.191531,0.497743,1
SNHG1,-0.494986,0.322331,1.036292,-0.260317,0.536144,-0.264864,-0.974896,1.197372,0.300057,0.290135,0.570471,-0.433076,0.666681,-0.243602,0.219589,-0.338979,-0.331323,-0.170081,-0.020058,-0.186661,0.032695,0.314109,0.555040,0.235641,-0.194041,0.092434,0.031709,-0.035428,0.262628,-0.205946,-0.031856,-0.020137,-0.043155,0.048655,0.296609,0.036817,-0.315329,0.026243,-0.130602,-0.210750,0.103469,0.034747,-0.390095,0.348807,-0.226292,-0.395098,-0.342724,0.034294,0.103637,0.144752,0.223869,-0.155220,0.329317,-0.174088,0.282145,0.141573,-0.068706,0.100114,0.196266,-0.240174,-0.270184,0.155429,-0.169832,0.021907,1
GAS5,-0.294745,0.399476,1.134186,-0.077871,0.755706,-0.454042,-1.038894,1.161261,0.175929,0.139232,0.379064,-0.378990,0.634217,0.076645,0.190505,-0.316420,-0.378166,-0.157461,0.014990,-0.353864,-0.028926,0.268583,0.458790,0.071072,-0.315740,-0.070955,0.130981,0.108943,-0.043886,0.075227,-0.032779,0.173345,-0.202152,-0.029466,0.059880,0.248778,-0.276470,-0.091787,-0.313682,-0.172517,0.039337,0.129360,-0.079059,0.045209,-0.152903,-0.272596,-0.182420,0.196578,0.242921,0.241721,0.135473,-0.205447,0.148004,-0.559309,0.216243,-0.058151,-0.103098,0.237355,0.161414,-0.290028,-0.194393,0.203259,-0.115150,-0.075782,1
SNHG5,-0.120048,0.406701,1.056810,-0.144510,0.667531,-0.353637,-1.132833,1.082470,0.093206,0.212417,0.240073,-0.307002,0.697553,0.098746,0.085545,-0.256395,-0.392492,-0.149455,-0.036863,-0.289829,-0.046601,0.254173,0.314513,0.084507,-0.240269,0.085607,0.115704,0.173342,-0.059450,0.238409,-0.035080,0.159331,-0.151568,0.014501,0.063200,0.336449,-0.221668,-0.116283,-0.153869,-0.097727,0.014101,0.081458,-0.044428,0.076961,-0.245258,-0.170256,-0.076999,0.113172,0.211758,0.221461,0.052016,-0.182359,0.012019,-0.578799,0.162941,-0.116311,-0.050054,0.296156,0.214631,-0.174718,-0.113991,0.128160,-0.006025,0.012957,1
XIST,-0.223091,0.419580,1.191525,-0.245244,0.587685,-0.215621,-1.111146,1.001485,0.273279,0.129243,0.341812,-0.422816,0.749931,-0.004981,0.330388,-0.202117,-0.497091,-0.154777,0.126241,-0.147623,0.037674,0.223138,0.352702,0.250575,-0.280217,0.020616,-0.019282,0.062408,0.232500,-0.137841,-0.051227,0.137498,-0.106969,0.036120,0.035730,0.177046,-0.207318,0.092446,-0.146956,-0.125689,-0.015363,-0.010189,-0.326632,0.329308,-0.205039,-0.418267,-0.135376,0.140951,-0.035262,0.179971,0.228912,-0.063890,0.124481,-0.318855,0.173327,-0.024396,-0.162638,0.106936,0.186583,-0.305397,-0.296212,0.214880,-0.325935,-0.037507,1
TUG1,-0.216220,0.290273,1.322122,-0.184174,0.472226,-0.198321,-1.189117,1.083171,0.323871,0.189480,0.307802,-0.374876,0.863991,0.038503,0.347694,-0.338588,-0.433596,-0.196741,0.116169,-0.173780,0.086653,0.220409,0.294263,0.280712,-0.210617,0.200097,0.022736,0.121267,0.112906,-0.116047,-0.048728,0.039288,-0.062310,-0.018039,0.082864,0.122760,-0.185737,-0.024282,-0.133189,-0.107965,0.023310,0.067224,-0.271597,0.259530,-0.125443,-0.379724,-0.050020,0.103090,-0.061900,0.277363,0.091306,-0.073177,0.065579,-0.295657,0.181976,0.009539,-0.137260,0.154658,0.328677,-0.192702,-0.173727,0.083532,-0.231372,0.059037,1
RMRP,-0.308705,0.284137,1.205033,-0.231514,0.446645,-0.239674,-0.864132,0.881466,0.181277,0.144705,0.134153,-0.444234,0.826337,-0.148912,0.330679,-0.195279,-0.536295,-0.311181,0.037304,-0.096266,-0.010193,0.048954,0.310568,0.170589,-0.192318,0.050143,-0.038680,0.202916,0.036610,-0.152801,-0.101649,-0.013567,-0.101550,0.083364,0.093715,0.181401,-0.260024,-0.065772,0.051740,-0.022062,0.162190,0.008520,-0.267229,0.271833,-0.145849,-0.236308,-0.049390,-0.047153,-0.005087,0.183613,0.177913,-0.224523,0.190562,-0.266307,0.161203,0.070313,-0.103429,0.164141,0.314269,-0.285099,0.028326,0.204962,-0.235519,0.049856,1
NONHSAG013514,-0.307724,0.201592,1.256759,-0.113346,0.401780,-0.200809,-0.799912,0.851224,0.163306,0.214926,0.136991,-0.390948,0.825842,-0.052974,0.328221,-0.214111,-0.521188,-0.239053,0.132596,-0.182149,-0.000981,0.069786,0.223240,0.152594,-0.227916,0.154770,-0.040353,0.160345,0.011027,-0.174863,-0.105498,0.033719,-0.107710,0.146889,0.050287,0.251352,-0.288648,0.009031,0.113334,-0.054413,0.022700,0.065339,-0.201357,0.236574,-0.175969,-0.259601,-0.071668,-0.098524,-0.060450,0.183237,0.222846,-0.189752,0.166473,-0.270037,0.133457,0.052440,-0.162587,0.125155,0.337576,-0.284995,-0.028014,0.284291,-0.182700,-0.032963,1
JPX,-0.281310,0.202617,1.229085,-0.169388,0.344951,-0.198379,-0.797484,0.856535,0.185188,0.188833,0.191875,-0.424903,0.825175,-0.034854,0.304910,-0.224427,-0.481251,-0.232977,0.093180,-0.137643,-0.092656,0.160385,0.221108,0.150581,-0.210004,0.188669,-0.083365,0.102700,-0.018320,-0.075128,-0.040804,0.068755,-0.137668,0.129025,0.036767,0.254450,-0.197243,-0.038035,0.236573,-0.023625,-0.013451,0.040234,-0.261510,0.224283,-0.200402,-0.246221,-0.056647,-0.138972,-0.074395,0.144807,0.162600,-0.122771,0.137886,-0.246353,0.149730,0.063348,-0.147223,0.228927,0.384450,-0.297109,-0.069361,0.281362,-0.107757,-0.009433,1
LINC00657,-0.177551,0.169778,0.870437,0.113656,0.588079,-0.194368,-0.644903,0.699141,0.273164,0.193088,0.199473,-0.194826,0.824062,0.040005,0.273767,-0.240195,-0.132867,-0.272816,0.166639,-0.182889,-0.168838,0.174990,0.067095,0.167587,-0.018259,0.110509,0.105889,0.263873,0.071811,-0.060918,0.063771,-0.101088,0.095712,-0.069424,0.226754,0.140060,-0.126376,0.067706,0.069199,-0.108329,0.034364,0.005545,-0.270761,0.146719,0.042848,-0.108886,-0.172412,0.125731,0.023385,-0.023638,0.026830,-0.146991,0.116608,-0.151101,-0.011717,-0.012043,0.077249,0.275602,-0.048429,-0.048796,-0.224739,-0.057198,-0.098918,0.135447,1
SOX2-OT,-0.266900,0.250484,0.973271,-0.271851,0.397545,-0.402145,-1.016602,0.838963,0.143559,0.198585,0.075184,-0.188643,0.759846,-0.068517,0.223949,-0.326335,-0.426840,-0.334775,-0.061559,0.014902,-0.120274,0.115419,0.347417,0.189658,-0.207189,0.123277,0.009894,0.110980,-0.151038,0.004853,-0.007722,0.045059,0.061138,0.084492,-0.184700,0.333995,-0.368609,-0.244738,-0.127586,-0.062725,-0.126502,-0.087717,-0.204673,0.001408,-0.142124,-0.273171,-0.187733,-0.048374,0.031293,0.098856,0.101128,-0.230906,0.054133,-0.357017,0.264566,-0.017734,-0.034575,0.206527,0.355712,-0.185843,0.101781,0.038675,0.025147,0.015498,1
SNHG6,-0.136030,0.439959,1.092483,-0.183230,0.549149,-0.424839,-1.148588,1.097412,0.140705,0.181059,0.178561,-0.339248,0.744129,0.132814,0.018606,-0.255568,-0.416401,-0.055029,0.026338,-0.253802,0.032890,0.346961,0.388291,0.116801,-0.356688,0.059241,0.228161,0.091986,-0.078636,0.190899,0.068940,0.249319,-0.152532,-0.028707,-0.076286,0.348671,-0.159228,-0.144343,-0.356096,-0.200014,-0.011029,0.079749,-0.083712,0.021096,-0.315838,-0.251727,-0.131359,0.179198,0.239347,0.198781,-0.064354,-0.210833,0.081149,-0.517881,0.210275,-0.142648,-0.049820,0.272012,0.169367,-0.147109,-0.013914,0.023043,0.067637,0.081856,1
AC084018.1,-0.269576,0.153145,1.267200,-0.090252,0.237384,-0.188283,-0.769226,0.857357,0.249454,0.222661,0.169168,-0.466605,0.781091,-0.076371,0.418291,-0.202782,-0.498319,-0.261533,0.071370,-0.078510,-0.020781,0.076038,0.314176,0.157704,-0.198716,0.136026,-0.120593,0.182979,0.026822,-0.100760,-0.095393,0.156515,0.020017,0.159756,0.128239,0.145123,-0.246352,-0.048222,0.150488,-0.116621,0.154663,0.057091,-0.199754,0.212185,-0.208782,-0.195014,-0.080445,-0.174689,0.057865,0.120505,0.159589,-0.154913,0.184923,-0.281734,0.145330,0.236413,-0.112204,0.307971,0.344606,-0.238495,0.071949,0.218721,-0.201286,-0.079112,1
MCM3AP-AS1,-0.479639,0.117356,1.303077,-0.144551,0.510605,-0.319688,-0.703099,0.919094,0.264981,0.245469,0.300404,-0.521045,0.818522,-0.070540,0.389407,-0.331002,-0.315215,-0.279575,0.090279,-0.204069,0.093527,0.183140,0.409640,0.029999,-0.284604,0.088674,0.090685,-0.053192,-0.065788,-0.175402,-0.076039,0.099830,-0.104684,0.114875,0.119498,0.235373,-0.271454,-0.126686,0.129550,-0.141961,0.159792,0.091443,-0.178084,0.106600,-0.193233,-0.264806,-0.073402,-0.052673,0.064126,0.234170,0.255433,-0.193455,0.292086,-0.198813,0.263149,0.188636,-0.174908,0.124779,0.384189,-0.320463,-0.111676,0.252712,-0.079314,-0.046006,1
